"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000104814",1077.96781732952,-1.86661941256545,0.48070129670552,-3.88311707365532,0.000103125883503805,0.00943924780289407,"MAP4K1","11184","mitogen-activated protein kinase kinase kinase kinase 1"
"ENSG00000012174",743.532856955528,0.490636015720398,0.126700962954464,3.87239373939669,0.000107771666019357,0.00943924780289407,"MBTPS2","51360","membrane bound transcription factor peptidase, site 2"
"ENSG00000269902",10.0469192798781,-3.48394490830721,0.89965499679872,-3.87253438340728,0.000107709475228323,0.00943924780289407,NA,NA,NA
"ENSG00000171303",948.540363222462,1.14949462499656,0.297208139850875,3.86764180003054,0.000109892927882919,0.00959218986554834,"KCNK3","3777","potassium two pore domain channel subfamily K member 3"
"ENSG00000122218",9257.03389549842,0.550497282634328,0.14245706592091,3.86430310827794,0.000111406810975937,0.00969125575071291,"COPA","1314","coatomer protein complex subunit alpha"
"ENSG00000004897",4161.75165050748,0.428212120233201,0.110890552264578,3.86157442170107,0.000112658683789109,0.00976693504375073,"CDC27","996","cell division cycle 27"
"ENSG00000161533",2668.05052272956,0.527633389147427,0.136706288568921,3.85961315072508,0.000113566663435924,0.00981238992355997,"ACOX1","51","acyl-CoA oxidase 1"
"ENSG00000143494",118.38812507551,-1.0722579647572,0.277981745600538,-3.85729632152912,0.000114648143012603,0.00983934985754131,"VASH2","79805","vasohibin 2"
"ENSG00000029993",698.290987207362,0.75648254388769,0.196107665917391,3.8574858374295,0.000114559314835878,0.00983934985754131,"HMGB3","3149","high mobility group box 3"
"ENSG00000226754",87.2152549627884,1.59277597028844,0.414178103778151,3.8456305530376,0.000120242821338293,0.00994108176126884,"LOC100507564","100507564","uncharacterized LOC100507564"
"ENSG00000134242",314.882018899387,-1.6295274638739,0.423792065623036,-3.84511083632078,0.000120497960742653,0.00994108176126884,"PTPN22","26191","protein tyrosine phosphatase non-receptor type 22"
"ENSG00000196187",5376.05755983089,-0.658460944236831,0.171238451969882,-3.84528671371452,0.000120411561901754,0.00994108176126884,"TMEM63A","9725","transmembrane protein 63A"
"ENSG00000174130",380.86296198188,-1.85805750299573,0.482149368814393,-3.8536968482707,0.000116347639410618,0.00994108176126884,"TLR6","10333","toll like receptor 6"
"ENSG00000145332",1561.43158075505,0.497324244524835,0.129223667174504,3.84855387096581,0.000118817169920774,0.00994108176126884,"KLHL8","57563","kelch like family member 8"
"ENSG00000272382",33.6030922240367,-1.27153346035134,0.330226469267508,-3.85048922084226,0.000117882118595976,0.00994108176126884,NA,NA,NA
"ENSG00000136573",1120.38845480333,-2.65379489064239,0.689614047848883,-3.84823206389196,0.000118973325370936,0.00994108176126884,"BLK","640","BLK proto-oncogene, Src family tyrosine kinase"
"ENSG00000119397",2151.78015092895,-0.669753962621695,0.173966744055827,-3.84989652049111,0.000118167738099926,0.00994108176126884,"CNTRL","11064","centriolin"
"ENSG00000102445",135.365313353346,-1.58568571861843,0.412203420112112,-3.84685240648211,0.000119644993853269,0.00994108176126884,"RUBCNL","80183","rubicon like autophagy enhancer"
"ENSG00000167984",1166.40512966255,-1.30963993965609,0.340252933312975,-3.84901880758054,0.000118591902779618,0.00994108176126884,"NLRC3","197358","NLR family CARD domain containing 3"
"ENSG00000130202",4356.50790131396,0.669358324400628,0.173819456547314,3.85088262094771,0.000117692900526097,0.00994108176126884,"NECTIN2","5819","nectin cell adhesion molecule 2"
"ENSG00000187690",22.153670448055,-1.59163783716141,0.413829907224629,-3.8461160234547,0.000120004954327302,0.00994108176126884,"EZHIP","340602","EZH inhibitory protein"
"ENSG00000039068",13762.9140102506,0.86428137200541,0.2248477699173,3.84385120796749,0.000121118457061002,0.00996014321329623,"CDH1","999","cadherin 1"
"ENSG00000168710",8374.04300345436,0.565181604983119,0.147115312210754,3.84175920568658,0.000122155643961071,0.0100132390843089,"AHCYL1","10768","adenosylhomocysteinase like 1"
"ENSG00000236297",5.92891572321627,-2.0713480470645,0.539526955025006,-3.83919288512378,0.000123439428975666,0.0100540235543078,NA,NA,NA
"ENSG00000100764",1779.63339906971,0.523325310672897,0.136307707260287,3.83929361876492,0.000123388798717998,0.0100540235543078,"PSMC1","5700","proteasome 26S subunit, ATPase 1"
"ENSG00000119927",2351.72851043474,1.2847358748638,0.334979760309939,3.83526417737928,0.000125429403637113,0.0101514461962631,"GPAM","57678","glycerol-3-phosphate acyltransferase, mitochondrial"
"ENSG00000140379",119.941577667021,-1.51965183153388,0.396171577021883,-3.8358426491811,0.000125134508765237,0.0101514461962631,"BCL2A1","597","BCL2 related protein A1"
"ENSG00000181908",10.9477985968337,-1.66884041392116,0.435480015001172,-3.8321859934644,0.000127009656863162,0.0101823666352246,"LINC02724","100996455","long intergenic non-protein coding RNA 2724"
"ENSG00000103769",5872.23366547333,0.457044076555158,0.119280280443505,3.83168177385052,0.00012727029091987,0.0101823666352246,"RAB11A","8766","RAB11A, member RAS oncogene family"
"ENSG00000266968",45.9708156840934,2.63817054544719,0.688176805514383,3.83356504361589,0.00012629938494073,0.0101823666352246,NA,NA,NA
"ENSG00000232186",97.4754854571314,-0.753779007745995,0.196736020474761,-3.83142347764779,0.000127404000909947,0.0101823666352246,NA,NA,NA
"ENSG00000179528",36.0267000110042,-1.3177890357046,0.344225391709696,-3.82827376318586,0.000129045173778747,0.0102525425455469,"LBX2","85474","ladybird homeobox 2"
"ENSG00000168615",3872.48425560065,0.497793059705301,0.130033188771805,3.82820004959562,0.000129083820123797,0.0102525425455469,"ADAM9","8754","ADAM metallopeptidase domain 9"
"ENSG00000076928",11738.409574684,-0.906625227938031,0.236875454670826,-3.8274342489302,0.00012948595763742,0.0102526420017864,"ARHGEF1","9138","Rho guanine nucleotide exchange factor 1"
"ENSG00000108448",700.815517224741,1.3131020861053,0.343188076174579,3.82618796300291,0.000130142932881924,0.0102728565075778,"TRIM16L","147166","tripartite motif containing 16 like"
"ENSG00000232788",25.1038347644876,-1.47581908306358,0.386035790433694,-3.82301102549471,0.0001318318823119,0.0103741550465441,"ITGA6-AS1","101929947","ITGA6 antisense RNA 1"
"ENSG00000237499",295.292275899048,-1.66745896496313,0.436323430019344,-3.82161224963144,0.000132582040917489,0.0104011831179901,"WAKMAR2","100130476","wound and keratinocyte migration associated lncRNA 2"
"ENSG00000232070",117.591463444441,1.38066498229943,0.361514744816417,3.81911112090477,0.0001339334230728,0.0104750681806937,"TMEM253","643382","transmembrane protein 253"
"ENSG00000184432",5597.42408166464,0.621583276336264,0.162793365897562,3.81823468609522,0.000134410031532594,0.0104802943794088,"COPB2","9276","coatomer protein complex subunit beta 2"
"ENSG00000138069",7553.48358352382,0.481532869228043,0.126154422712731,3.81701139661628,0.00013507793304973,0.0105003590812974,"RAB1A","5861","RAB1A, member RAS oncogene family"
"ENSG00000023892",1857.21428547146,-1.32010726886948,0.346062555539226,-3.81464925268358,0.000136376493361704,0.0105055084871253,"DEF6","50619","DEF6 guanine nucleotide exchange factor"
"ENSG00000108439",806.149782564855,0.600182403035092,0.157294147183737,3.81566901109176,0.000135814457343947,0.0105055084871253,"PNPO","55163","pyridoxamine 5'-phosphate oxidase"
"ENSG00000026559",24.4723951737482,-1.94677965763026,0.510300573421214,-3.81496662756705,0.000136201338966009,0.0105055084871253,"KCNG1","3755","potassium voltage-gated channel modifier subfamily G member 1"
"ENSG00000164023",1665.82266282573,0.851487634018402,0.223499956932909,3.80978880579384,0.000139085550541195,0.0105649343879335,"SGMS2","166929","sphingomyelin synthase 2"
"ENSG00000113593",2168.35110586921,-0.389742946832024,0.102335140593602,-3.80849573832892,0.000139814755612626,0.0105649343879335,"PPWD1","23398","peptidylprolyl isomerase domain and WD repeat containing 1"
"ENSG00000223705",5375.44219403188,-0.626033642963677,0.164294468483733,-3.81043652133464,0.000138721629644291,0.0105649343879335,"NSUN5P1","155400","NSUN5 pseudogene 1"
"ENSG00000139436",4393.18382024627,-0.298580410119694,0.0783787979469284,-3.80945380563079,0.000139274124024274,0.0105649343879335,"GIT2","9815","GIT ArfGAP 2"
"ENSG00000180422",51.6222315132449,-1.13837033458124,0.298934071766788,-3.80809831362861,0.000140039599511612,0.0105649343879335,"LINC00304","283860","long intergenic non-protein coding RNA 304"
"ENSG00000091592",9326.09281859649,-0.838739263472185,0.220214407741383,-3.80873927403148,0.000139677142824286,0.0105649343879335,"NLRP1","22861","NLR family pyrin domain containing 1"
"ENSG00000249115",1967.08887254841,-0.597255190995637,0.156673914542475,-3.81209081766907,0.000137796224985089,0.0105649343879335,"HAUS5","23354","HAUS augmin like complex subunit 5"
"ENSG00000125952",4565.45361363976,-0.452978920996901,0.118992892000329,-3.8067729372915,0.000140791898337048,0.0105904494116765,"MAX","4149","MYC associated factor X"
"ENSG00000079785",4208.67959109678,0.495416807587471,0.13018518752216,3.80547754331224,0.000141530855797645,0.0106148141848234,"DDX1","1653","DEAD-box helicase 1"
"ENSG00000099308",1673.65612156535,-0.76183861410161,0.200314535120651,-3.80321185201438,0.000142832108528909,0.0106810853088504,"MAST3","23031","microtubule associated serine/threonine kinase 3"
"ENSG00000234389",31.2908898363204,-2.29204532922852,0.60293751967744,-3.80146408943785,0.000143843588988946,0.0107253638145548,NA,NA,NA
"ENSG00000211772",2105.03613503548,-1.86393507804391,0.491076114305522,-3.79561339626522,0.000147278856959151,0.0109269026793902,NA,NA,NA
"ENSG00000132274",4772.05267533012,-1.27560588737707,0.336155528741159,-3.79468959547973,0.000147828282583343,0.0109269026793902,"TRIM22","10346","tripartite motif containing 22"
"ENSG00000135423",322.900565739257,-0.730684933746503,0.192546651937814,-3.79484621722994,0.000147734996972381,0.0109269026793902,"GLS2","27165","glutaminase 2"
"ENSG00000109572",2812.01476894704,0.39969809438297,0.105396682878938,3.79232138493463,0.000149245591194763,0.0109801217501355,"CLCN3","1182","chloride voltage-gated channel 3"
"ENSG00000084207",19389.0917211474,0.696097746429186,0.183696041244622,3.78939982436647,0.000151011692622744,0.0109801217501355,"GSTP1","2950","glutathione S-transferase pi 1"
"ENSG00000234911",42.7224390299212,-1.01262610834305,0.267275669879768,-3.78869542745352,0.000151440438867931,0.0109801217501355,NA,NA,NA
"ENSG00000170348",12957.6954008435,0.552102819867267,0.145599042206077,3.79193991596343,0.000149475082716423,0.0109801217501355,"TMED10","10972","transmembrane p24 trafficking protein 10"
"ENSG00000102901",4059.70015890518,-0.529067846357445,0.139650645675214,-3.7885098475513,0.000151553586619661,0.0109801217501355,"CENPT","80152","centromere protein T"
"ENSG00000091164",6958.6669553271,0.759804668520699,0.20048352831304,3.78986081756463,0.000150731718172969,0.0109801217501355,"TXNL1","9352","thioredoxin like 1"
"ENSG00000189430",12.9488706458986,-1.49450429957911,0.394194308522189,-3.79128837547635,0.000149867817599702,0.0109801217501355,"NCR1","9437","natural cytotoxicity triggering receptor 1"
"ENSG00000114200",82.1792497526955,1.35675790312981,0.358267076758409,3.78700134940033,0.000152476272440849,0.0110157645979512,"BCHE","590","butyrylcholinesterase"
"ENSG00000211584",5214.53849879033,0.541982760398867,0.143168604132468,3.78562579193266,0.000153322251079126,0.0110456804826722,"SLC48A1","55652","solute carrier family 48 member 1"
"ENSG00000100926",3537.30977741837,0.534085376201991,0.141120273030553,3.78461127329564,0.000153949016834321,0.0110596800717353,"TM9SF1","10548","transmembrane 9 superfamily member 1"
"ENSG00000242861",305.343070207815,-0.79421372997003,0.209893351745366,-3.7838917877377,0.000154394973080431,0.0110606482816023,NA,NA,NA
"ENSG00000270195",180.407544035216,-0.806170832432111,0.213146405243056,-3.7822398717577,0.000155423479547563,0.0111032276241031,NA,NA,NA
"ENSG00000267882",4.06024467887932,-2.57954773364215,0.682578905888628,-3.77912020337623,0.000157383441874282,0.0112119262560857,"LOC100131496","100131496","uncharacterized LOC100131496"
"ENSG00000137841",2481.47808061299,-1.61349882618644,0.427109457391225,-3.77771739366684,0.000158272331565637,0.0112439302216421,"PLCB2","5330","phospholipase C beta 2"
"ENSG00000243989",1504.46936587638,0.566244360560542,0.150122773926922,3.77187515090937,0.000162025326148833,0.011245700191379,"ACY1","95","aminoacylase 1"
"ENSG00000163902",10224.805267075,0.72047592781324,0.190998231831389,3.77216019700784,0.000161840289071871,0.011245700191379,"RPN1","6184","ribophorin I"
"ENSG00000188848",66.3559663299029,-2.56178274348371,0.679265399191136,-3.77140179160349,0.000162333046187074,0.011245700191379,"BEND4","389206","BEN domain containing 4"
"ENSG00000135392",1302.24609866438,0.491861086247633,0.130419541096917,3.7713756858117,0.000162350032953834,0.011245700191379,"DNAJC14","85406","DnaJ heat shock protein family (Hsp40) member C14"
"ENSG00000102531",5527.91302609376,0.34406247205355,0.091174426459611,3.77367300693648,0.000160861575109974,0.011245700191379,"FNDC3A","22862","fibronectin type III domain containing 3A"
"ENSG00000261113",100.618066632726,-0.796805631109049,0.210975932431561,-3.77676079885334,0.000158881184496965,0.011245700191379,NA,NA,NA
"ENSG00000260719",67.1267555554369,-2.43017270718218,0.643956217127764,-3.77381667036538,0.000160768922034325,0.011245700191379,NA,NA,NA
"ENSG00000140836",4855.52406893522,0.644037774534405,0.170641915158631,3.77420620212625,0.000160517953328277,0.011245700191379,"ZFHX3","463","zinc finger homeobox 3"
"ENSG00000264705",21.3571633350514,-1.93238014421622,0.512424270001367,-3.77105507553548,0.00016255878716818,0.011245700191379,NA,NA,NA
"ENSG00000160219",1185.69597958164,-0.760580186355595,0.20170009092547,-3.77084701779652,0.000162694391820537,0.011245700191379,"GAB3","139716","GRB2 associated binding protein 3"
"ENSG00000079332",4987.88473016282,0.416432854094486,0.110487323378889,3.76905550210891,0.000163866450146921,0.011281631266403,"SAR1A","56681","secretion associated Ras related GTPase 1A"
"ENSG00000247774",341.091314763269,-1.64656368527673,0.436904329736951,-3.7687053508215,0.000164096454784043,0.011281631266403,"PCED1B-AS1","100233209","PCED1B antisense RNA 1"
"ENSG00000169442",902.900766079538,-1.81749142412797,0.482707359598579,-3.7652034674578,0.000166413514071981,0.0113494016597091,"CD52","1043","CD52 molecule"
"ENSG00000224945",109.212366580232,-1.29620071319397,0.34421655689966,-3.76565475196422,0.000166113198501533,0.0113494016597091,NA,NA,NA
"ENSG00000138964",1799.59571271819,-1.70277152599315,0.452226655387239,-3.76530552922643,0.000166345550529714,0.0113494016597091,"PARVG","64098","parvin gamma"
"ENSG00000253305",202.064882105068,0.641695717837834,0.170576209992036,3.76192974312065,0.000168607415178995,0.0114380229262674,"PCDHGB6","56100","protocadherin gamma subfamily B, 6"
"ENSG00000165685",10.9318218340837,-2.31216370087482,0.61458951235089,-3.762126841427,0.000168474562859313,0.0114380229262674,"TMEM52B","120939","transmembrane protein 52B"
"ENSG00000154451",841.782140749502,-1.87829838116578,0.499497319752585,-3.76037729711173,0.000169657277573689,0.0114629409530438,"GBP5","115362","guanylate binding protein 5"
"ENSG00000227507",534.507214479189,-2.39659897153774,0.637494496859836,-3.7594033883318,0.000170319031910759,0.0114629409530438,"LTB","4050","lymphotoxin beta"
"ENSG00000127152",613.749103603796,-1.37979493571297,0.367025021953588,-3.75940291037555,0.000170319357269078,0.0114629409530438,"BCL11B","64919","BAF chromatin remodeling complex subunit BCL11B"
"ENSG00000111913",1293.51718916426,-1.647092869027,0.438283655720712,-3.75805222834176,0.000171241143559905,0.0114906054635472,"RIPOR2","9750","RHO family interacting cell polarization regulator 2"
"ENSG00000232460",4.60172314428129,2.51808186149691,0.6701507018437,3.75748597228837,0.000171628984831868,0.0114906054635472,NA,NA,NA
"ENSG00000119720",1069.94750576358,0.377939763792443,0.100654949729679,3.75480554913041,0.000173476103668541,0.0115785276015431,"NRDE2","55051","NRDE-2, necessary for RNA interference, domain containing"
"ENSG00000196090",52.5320261012998,-1.6553428957184,0.440922758099286,-3.75426957513871,0.000173847687155134,0.0115785276015431,"PTPRT","11122","protein tyrosine phosphatase receptor type T"
"ENSG00000134970",4138.66414593276,0.532090757970217,0.141834099062498,3.75150095419407,0.000175779084092143,0.0116164084642289,"TMED7","51014","transmembrane p24 trafficking protein 7"
"ENSG00000179295",5077.82781237441,0.409706445683838,0.10920406662139,3.75175081257998,0.000175603957363261,0.0116164084642289,"PTPN11","5781","protein tyrosine phosphatase non-receptor type 11"
"ENSG00000105227",1759.61029755033,0.9317265564933,0.248275417311367,3.75279424190759,0.000174874385438099,0.0116164084642289,"PRX","57716","periaxin"
"ENSG00000125931",140.370732476194,1.52070516768761,0.40544974260263,3.750662555428,0.000176367922022624,0.0116252824889913,"CITED1","4435","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"ENSG00000160216",4983.58510096334,0.377315405820492,0.100705813844091,3.74670926551108,0.000179169541181212,0.0117795913000244,"AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSG00000086598",7870.52788529687,0.56271644048252,0.1502336538626,3.74560843069934,0.000179957098077668,0.0118010327777855,"TMED2","10959","transmembrane p24 trafficking protein 2"
"ENSG00000144357",3084.33972232798,0.482713816820322,0.128930467150568,3.74398563418371,0.000181124013473458,0.0118169557259788,"UBR3","130507","ubiquitin protein ligase E3 component n-recognin 3"
"ENSG00000111897",13791.9576005172,0.463030419062078,0.12366178683968,3.74432903563305,0.000180876489587806,0.0118169557259788,"SERINC1","57515","serine incorporator 1"
"ENSG00000262251",136.522764866239,-0.899581978683083,0.240360856228485,-3.74263094581402,0.000182103582950253,0.0118506339286328,NA,NA,NA
"ENSG00000121895",152.168929096097,-2.29937672223415,0.614629966576198,-3.74107486988123,0.000183234920800436,0.011863881264484,"TMEM156","80008","transmembrane protein 156"
"ENSG00000182534",12218.570667773,0.700765387869117,0.187289017821658,3.74162562236514,0.000182833745393979,0.011863881264484,"MXRA7","439921","matrix remodeling associated 7"
"ENSG00000125447",4648.96684529882,-0.377070640331065,0.100811217121201,-3.74036393070951,0.000183754001964852,0.0118674459602301,"GGA3","23163","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"ENSG00000234420",3643.73533938525,-0.648037879087726,0.173301909130158,-3.73935799288293,0.00018449083403721,0.0118849562896127,"ZNF37BP","100129482","zinc finger protein 37B, pseudogene"
"ENSG00000179277",258.757889628455,0.740285603796333,0.198004730681161,3.73872685389717,0.000184954549492311,0.0118849562896127,NA,NA,NA
"ENSG00000215644",98.9033819970813,-3.38381449346961,0.906069480678495,-3.73460817920464,0.000188007664730446,0.0120508672317824,"GCGR","2642","glucagon receptor"
"ENSG00000023909",1573.09032122051,0.748756227090111,0.200607658294986,3.73244089210739,0.000189633204504646,0.0121246730130158,"GCLM","2730","glutamate-cysteine ligase modifier subunit"
"ENSG00000170006",345.024651928387,-1.59644872129586,0.428007007640498,-3.72995930626627,0.000191510698600195,0.0122141798421446,"TMEM154","201799","transmembrane protein 154"
"ENSG00000132846",1723.35495196653,0.618420033583671,0.165960476301306,3.72630910302349,0.000194304104523845,0.0122186784068783,"ZBED3","84327","zinc finger BED-type containing 3"
"ENSG00000272871",177.925545841848,-0.790684639031369,0.212213641689491,-3.72588978133785,0.000194627441117334,0.0122186784068783,NA,NA,NA
"ENSG00000159337",7.76652711531929,-2.73773080043691,0.734734304037059,-3.72615078048517,0.00019442612678352,0.0122186784068783,"PLA2G4D","283748","phospholipase A2 group IVD"
"ENSG00000167723",137.942556526128,-1.23930617200355,0.332654655752403,-3.72550376365684,0.000194925544086269,0.0122186784068783,"TRPV3","162514","transient receptor potential cation channel subfamily V member 3"
"ENSG00000141367",13152.7368698924,0.683989599243556,0.183425086736978,3.72898610223564,0.00019225175361195,0.0122186784068783,"CLTC","1213","clathrin heavy chain"
"ENSG00000169710",8057.0255284704,1.28806007798368,0.345630971027902,3.72669172022693,0.00019400951104547,0.0122186784068783,"FASN","2194","fatty acid synthase"
"ENSG00000100288",4557.70172035069,-0.435279711945678,0.116825239520468,-3.72590472514646,0.000194615909347395,0.0122186784068783,"CHKB","1120","choline kinase beta"
"ENSG00000269404",286.993012861201,-2.65386082330604,0.712675563582177,-3.72379938210135,0.00019624689302183,0.0122714285795435,"SPIB","6689","Spi-B transcription factor"
"ENSG00000259834",491.058309944334,-1.59400314929685,0.428299811125419,-3.72169939815846,0.000197886512971078,0.0123039172048014,NA,NA,NA
"ENSG00000233559",50.2350073967791,1.69472624961547,0.455413970154248,3.72128735761326,0.000198209731705891,0.0123039172048014,NA,NA,NA
"ENSG00000256271",27.0125075172547,-1.20348843170122,0.323370904046184,-3.72169671619355,0.000197888615194199,0.0123039172048014,"CACNA1C-AS2","100874235","CACNA1C antisense RNA 2"
"ENSG00000135525",1388.28509108406,0.605798586305779,0.162830525739047,3.72042394112659,0.000198888634611781,0.0123161666590709,"MAP7","9053","microtubule associated protein 7"
"ENSG00000068793",5247.0032682249,0.440803101002868,0.118548975300388,3.71832063403271,0.000200551616148564,0.0123592953807218,NA,NA,NA
"ENSG00000007312",793.91416359373,-2.03534525278989,0.547339427171456,-3.71861618540465,0.000200317151931153,0.0123592953807218,"CD79B","974","CD79b molecule"
"ENSG00000023330",1855.31570515555,0.671965444792338,0.180747652403563,3.71769943264332,0.000201045262886709,0.0123599341305952,"ALAS1","211","5'-aminolevulinate synthase 1"
"ENSG00000090920",36141.5150099236,1.34964404291758,0.363669813471676,3.711179737558,0.000206295553784552,0.0126522992518943,NA,NA,NA
"ENSG00000110934",839.629199134327,-1.5734039348952,0.42416172972126,-3.70944341425892,0.000207715372738053,0.0127089010951572,"BIN2","51411","bridging integrator 2"
"ENSG00000247363",22.8752444336266,-1.1179576812471,0.301455727337181,-3.70853024131353,0.000208465766446412,0.0127243722598257,"LOC100507250","100507250","uncharacterized LOC100507250"
"ENSG00000151365",237.233608669559,2.5576340236942,0.689777490100292,3.70791169674489,0.00020897549686783,0.0127251150771304,"THRSP","7069","thyroid hormone responsive"
"ENSG00000234546",51.0139981126092,-1.4016212171026,0.378175501236419,-3.70627185663823,0.000210332528070983,0.0127256720035339,"LNCTAM34A","102724571","long non coding transcriptional activator of miR34a"
"ENSG00000206432",35.4079330690937,-1.65944352157069,0.447760365152606,-3.70609739208408,0.00021047739032238,0.0127256720035339,"TMEM200C","645369","transmembrane protein 200C"
"ENSG00000100385",730.252340289829,-1.66417716850808,0.448965878257514,-3.70668963745515,0.000209986014775601,0.0127256720035339,"IL2RB","3560","interleukin 2 receptor subunit beta"
"ENSG00000056558",3439.37315201547,-0.89754956618018,0.242352966975335,-3.70348082543394,0.00021266126223004,0.0128273862772011,"TRAF1","7185","TNF receptor associated factor 1"
"ENSG00000113369",9491.40239635828,0.832363149036176,0.224822599579372,3.70231084683423,0.000213644633364242,0.012833504860934,"ARRDC3","57561","arrestin domain containing 3"
"ENSG00000122986",308.929524433078,-1.18838694886806,0.320997709327986,-3.70216644647083,0.000213766297976848,0.012833504860934,"HVCN1","84329","hydrogen voltage gated channel 1"
"ENSG00000157193",3448.01391181985,1.79569222269425,0.485189889193277,3.7010091568065,0.000214743725909062,0.0128619924827266,"LRP8","7804","LDL receptor related protein 8"
"ENSG00000116885",610.155413676598,0.523861239417089,0.141595977293426,3.69969012842436,0.000215862872585731,0.012874766482862,"OSCP1","127700","organic solute carrier partner 1"
"ENSG00000177156",6902.82603708564,0.877381561102114,0.237157619513923,3.69957146179992,0.000215963824873815,0.012874766482862,"TALDO1","6888","transaldolase 1"
"ENSG00000255043",9.01462936789428,1.77531593101866,0.480123297921609,3.69762504486612,0.000217626024199764,0.0129436873695557,"NAV2-AS5","100874012","NAV2 antisense RNA 5"
"ENSG00000064687",4817.73795535862,-1.13892033280435,0.308171549016438,-3.69573484781232,0.000219251703214778,0.0130101213682551,"ABCA7","10347","ATP binding cassette subfamily A member 7"
"ENSG00000204165",43.6720820154873,-2.16060418859162,0.584761219303663,-3.69484862755515,0.000220017823619831,0.0130253607386046,"CXorf65","158830","chromosome X open reading frame 65"
"ENSG00000104691",635.167007608126,0.424641052871699,0.115028080275918,3.69162948606211,0.000222821907058335,0.0130475512506543,"UBXN8","7993","UBX domain protein 8"
"ENSG00000272386",22.9482093362682,-1.01389317948025,0.274520401996744,-3.69332542173779,0.000221340481000782,0.0130475512506543,NA,NA,NA
"ENSG00000105639",2777.04007739968,-1.50687936276509,0.40820347655173,-3.69149076214232,0.000222943495465726,0.0130475512506543,"JAK3","3718","Janus kinase 3"
"ENSG00000125844",20071.5037545661,0.838988450414711,0.227177038249392,3.6931040957303,0.000221533286727887,0.0130475512506543,"RRBP1","6238","ribosome binding protein 1"
"ENSG00000147138",175.00712709753,-2.0590847214362,0.557687629155852,-3.69218288839031,0.000222337481528516,0.0130475512506543,"GPR174","84636","G protein-coupled receptor 174"
"ENSG00000120705",4369.6768127124,0.546259100035083,0.148041462404464,3.68990613280116,0.000224336813890097,0.013099118756254,"ETF1","2107","eukaryotic translation termination factor 1"
"ENSG00000137975",43.6539134831925,-2.93662823606145,0.796286815587954,-3.68790262324403,0.000226110143120953,0.0131725897729348,"CLCA2","9635","chloride channel accessory 2"
"ENSG00000170027",4909.5952359461,0.404869277905397,0.109869193489914,3.68501183129704,0.000228692016781894,0.0132094193661342,"YWHAG","7532","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ENSG00000151364",171.567513900644,0.921074609823366,0.249960385732696,3.68488233494867,0.000228808319812217,0.0132094193661342,"KCTD14","65987","potassium channel tetramerization domain containing 14"
"ENSG00000213976",51.0721836017893,-1.19868341134225,0.325287435498251,-3.68499757608589,0.000228704816928547,0.0132094193661342,NA,NA,NA
"ENSG00000267757",11.8540669484247,-1.90184339794949,0.516004527350547,-3.68571068109539,0.000228065324133547,0.0132094193661342,"EML2-AS1","100287177","EML2 antisense RNA 1"
"ENSG00000254838",1509.57894990842,-1.55485571624349,0.422164010954423,-3.68306079129837,0.000230450174855481,0.0132742414908309,"GVINP1","387751","GTPase, very large interferon inducible pseudogene 1"
"ENSG00000082512",2150.29285419085,-1.3031264827795,0.353884952255401,-3.68234499510176,0.000231098381395109,0.0132816654026515,"TRAF5","7188","TNF receptor associated factor 5"
"ENSG00000188822",169.989555534497,-1.98276655813248,0.538714167697851,-3.68055395054054,0.000232727810151383,0.0133453222973579,"CNR2","1269","cannabinoid receptor 2"
"ENSG00000048544",1367.79201702311,0.412801253586344,0.112257815422678,3.67726070592097,0.000235752060708351,0.013446044748994,"MRPS10","55173","mitochondrial ribosomal protein S10"
"ENSG00000173137",946.865361695582,-0.49378276592684,0.134292279830146,-3.6769259301531,0.000236061548085955,0.013446044748994,"ADCK5","203054","aarF domain containing kinase 5"
"ENSG00000205885",1026.06058055616,-0.944538078544191,0.256851872847029,-3.67736496555243,0.00023565575444752,0.013446044748994,"C1RL-AS1","283314","C1RL antisense RNA 1"
"ENSG00000117450",18011.1983215123,0.807286851241483,0.219606715898832,3.6760572095317,0.000236866426129769,0.0134619085517086,"PRDX1","5052","peroxiredoxin 1"
"ENSG00000143418",4420.24653500521,0.571079196404537,0.15552749771798,3.67188571014034,0.00024076735767262,0.0136435579067914,"CERS2","29956","ceramide synthase 2"
"ENSG00000270164",231.243801297821,-1.76481395994631,0.480679063091393,-3.67150162230128,0.000241129547365385,0.0136435579067914,"LINC01480","101927931","long intergenic non-protein coding RNA 1480"
"ENSG00000196247",1082.23007704357,-1.18616960501468,0.323216215637516,-3.6698950969247,0.000242650026856486,0.0136455603431837,"ZNF107","51427","zinc finger protein 107"
"ENSG00000106327",70.817887759169,-1.37609867710743,0.374936686732733,-3.67021613461998,0.000242345466764084,0.0136455603431837,"TFR2","7036","transferrin receptor 2"
"ENSG00000108946",12068.4642108433,0.402031825207051,0.109552221212969,3.66977338072867,0.000242765589683229,0.0136455603431837,"PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha"
